Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,544,97,9395.9,10008.9,2004.3,2004.6,2005.7,2005.8,135.6,581.0,659.6,628.7,30.0,48.5,153.8,151.9,16.0,25.2,32.8,32.7,1446.7,1307.8,138.9,111561.6,100968.8,10592.7,113703.5,102907.4,10796.1
General cargo,346,175,1552.8,2077.4,1997.1,1998.8,2002.3,2003.7,739.4,898.5,889.8,885.6,83.5,112.0,179.5,186.0,62.5,68.1,83.6,85.4,392.6,324.3,68.3,29967.5,24842.8,5124.6,30542.8,25319.8,5223.0
Vehicle,248,85,19275.5,6215.6,2005.5,2006.8,2007.5,2007.2,1134.0,2526.0,1759.4,1732.7,81.5,171.4,227.3,230.3,36.0,42.6,51.0,50.2,1301.9,1185.3,116.6,100686.0,91661.2,9024.7,102619.1,93421.1,9198.0
Chemical tanker,145,99,4503.0,7389.7,2007.2,2007.6,2008.7,2008.7,936.4,1478.4,1473.0,1489.4,88.0,135.6,271.0,273.6,41.0,46.3,50.8,50.9,813.0,662.1,150.9,62894.2,51224.2,11670.0,64101.8,52207.7,11894.0
Bulk carrier,143,122,17178.7,31305.6,2007.6,2009.0,2011.1,2011.0,1671.3,2718.3,3353.1,3403.8,158.0,306.7,586.7,590.7,108.0,161.2,180.9,183.4,1429.0,1323.0,106.0,110523.1,102326.2,8196.9,112645.2,104290.9,8354.3
Cruise,92,30,1104.2,110.2,1999.0,2002.5,1996.4,1996.4,126.9,223.3,281.9,265.6,15.0,20.7,41.9,44.3,11.0,10.4,11.8,11.6,301.1,239.3,61.8,23295.6,18525.7,4769.8,23742.8,18881.4,4861.4
Service - tug,27,5,2.7,1.1,1995.5,1989.6,1994.2,1995.7,197.2,431.7,423.7,361.4,138.0,132.8,421.2,354.9,41.0,113.8,75.7,109.0,13.4,9.7,3.7,1003.7,727.0,276.7,1023.0,741.0,282.0
Ferry-pax only,9,2,1.9,0.5,1989.0,1989.0,1989.0,1989.0,682.6,1434.6,1082.9,1476.2,16.0,130.5,114.8,182.2,23.0,20.0,42.2,26.7,3.7,1.8,2.0,280.4,133.1,147.3,285.8,135.7,150.1
Oil tanker,9,7,277.3,516.9,2007.8,2007.4,2007.2,2007.3,779.1,658.2,854.7,877.1,86.0,68.4,89.7,90.1,44.0,31.1,15.9,14.2,38.0,26.0,12.1,2942.9,2008.0,934.9,2999.4,2046.5,952.9
Offshore,3,3,26.9,14.1,2001.3,2001.3,1986.4,1987.6,4913.9,5057.5,4027.4,4066.6,657.0,1053.7,493.6,583.0,32.0,77.3,40.0,38.0,18.3,17.4,0.9,1372.0,1304.1,67.9,1398.3,1329.1,69.2
Service - other,3,3,2.4,0.9,2005.7,2005.7,2003.6,2004.0,427.1,363.8,539.2,442.6,54.0,270.0,103.7,134.0,29.0,42.0,88.4,82.6,1.9,1.7,0.3,145.7,126.8,18.9,148.5,129.2,19.3
Ro-Ro,1,1,0.6,0.4,1971.0,1971.0,1971.0,1971.0,191.8,191.8,191.8,191.8,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,0.2,0.1,0.1,13.7,6.6,7.1,14.0,6.8,7.2
Miscellaneous - fishing,1,1,0.0,0.0,1986.0,1986.0,1986.0,1986.0,49.6,49.6,49.6,49.6,17.0,17.0,17.0,17.0,646.0,646.0,646.0,646.0,1.1,0.0,1.0,81.0,2.3,78.7,82.5,2.3,80.2
Refrigerated bulk,1,1,58.8,70.4,1994.0,1994.0,1994.0,1994.0,6984.7,6984.7,6984.7,6984.7,438.0,438.0,438.0,438.0,303.0,303.0,303.0,303.0,39.0,30.9,8.1,2976.0,2366.0,610.0,3033.1,2411.4,621.7
